1.3470  41.0538  0.0000   
0.5511  3.1662   0.0000   
6.3202  0.0488   0.0000   
10.9650 40.3244  0.0000   
14.2395 15.6845  0.0000   
19.5514 40.4419  0.0000   
13.1244 8.0124   0.0000   
16.0052 2.6108   0.0000   
7.9022  36.2946  0.0000   
3.7573  17.0471  0.0000   
1.1835  24.4400  0.0000   
11.9379 6.6010   0.0000   
5.9473  47.0963  0.0000   
14.5715 14.0686  0.0000   
3.2703  27.9526  0.0000   
15.1172 49.3652  0.0000   
8.2172  26.8005  0.0000   
4.4916  35.6247  0.0000   
17.0215 16.9342  0.0000   
10.6879 18.2877  0.0000   
18.6798 29.4434  5.0000   
8.1268  26.2436  5.0000   
4.0826  15.9668  5.0000   
4.8535  49.0753  5.0000   
15.8154 6.4560   5.0000   
15.7153 19.4962  5.0000   
11.7432 13.5330  5.0000   
19.6399 15.0116  5.0000   
5.5103  9.9823   5.0000   
9.1370  17.8848  5.0000   
17.0825 30.9570  5.0000   
10.1599 47.4701  5.0000   
16.4465 27.4506  5.0000   
0.4309  3.9673   5.0000   
13.6072 22.6013  5.0000   
4.3817  37.6663  5.0000   
17.9907 47.3923  5.0000   
12.8101 32.7454  5.0000   
0.3931  7.3105   5.0000   
5.3931  19.6732  5.0000   
0.5878  6.5186   10.0000  
4.1772  5.2979   10.0000  
13.7256 31.1127  10.0000  
16.1670 34.6680  10.0000  
18.6487 18.0298  10.0000  
13.1427 23.6588  10.0000  
1.2402  11.1557  10.0000  
6.8274  26.4526  10.0000  
15.9424 31.1981  10.0000  
7.5348  26.9562  10.0000  
18.5620 10.9085  10.0000  
4.4135  18.2007  10.0000  
13.4869 22.1786  10.0000  
15.4211 8.7906   10.0000  
8.4485  46.6064  10.0000  
5.1483  20.4712  10.0000  
19.9402 16.0812  10.0000  
18.6206 15.8691  10.0000  
2.4298  24.9420  10.0000  
9.2017  20.4666  10.0000  
4.4873  40.2939  15.0000  
8.7207  27.8885  15.0000  
4.9475  12.0163  15.0000  
17.9565 2.5375   15.0000  
12.2369 9.0546   15.0000  
5.5927  18.6676  15.0000  
19.9957 33.5297  15.0000  
13.7762 49.9405  15.0000  
2.1069  39.2624  15.0000  
18.4064 48.5306  15.0000  
0.2649  6.2286   15.0000  
2.2681  27.8503  15.0000  
7.2162  47.5586  15.0000  
9.1473  37.9410  15.0000  
18.7781 0.6027   15.0000  
17.0477 47.6135  15.0000  
17.7783 28.6423  15.0000  
18.6310 22.3816  15.0000  
3.0334  34.8236  15.0000  
7.0105  12.2574  15.0000  
6.4874  14.8376  20.0000  
15.0201 38.4872  20.0000  
11.6449 49.9512  20.0000  
6.0895  43.2495  20.0000  
16.4130 16.9189  20.0000  
4.8376  41.4322  20.0000  
13.4839 16.3681  20.0000  
5.5267  38.5010  20.0000  
11.3867 46.1807  20.0000  
6.4856  3.5583   20.0000  
9.3182  21.4828  20.0000  
8.6377  11.6287  20.0000  
8.8971  17.7551  20.0000  
6.2573  44.2596  20.0000  
15.9521 38.6688  20.0000  
8.0743  12.4634  20.0000  
15.4761 35.1822  20.0000  
16.8567 41.1148  20.0000  
12.8693 27.4658  20.0000  
5.5945  28.8040  20.0000  
4.5941  6.2347   25.0000  
18.4113 22.2702  25.0000  
11.3727 15.0223  25.0000  
14.3243 19.4275  25.0000  
17.0459 39.9857  25.0000  
1.9873  40.0742  25.0000  
6.2231  8.7860   25.0000  
3.5260  28.3463  25.0000  
3.8440  25.1236  25.0000  
15.6085 25.9567  25.0000  
9.7827  40.4602  25.0000  
5.8618  30.3162  25.0000  
11.6107 39.5340  25.0000  
12.7679 26.5625  25.0000  
8.6542  41.1880  25.0000  
7.1613  7.5943   25.0000  
10.4639 41.1087  25.0000  
3.4479  21.1395  25.0000  
2.8217  48.0057  25.0000  
18.6853 7.9483   25.0000  
4.4128  39.8239  30.0000  
7.6306  20.1614  30.0000  
7.2906  41.5314  30.0000  
11.8933 33.9096  30.0000  
4.2462  1.0544   30.0000  
11.3171 45.2209  30.0000  
16.2292 14.9170  30.0000  
15.7086 13.2874  30.0000  
2.9224  30.1498  30.0000  
5.0439  40.1566  30.0000  
9.6100  24.0387  30.0000  
16.2811 0.9201   30.0000  
13.4607 38.2523  30.0000  
4.8938  13.4384  30.0000  
2.3480  18.9438  30.0000  
19.2584 11.6913  30.0000  
9.3335  39.3616  30.0000  
16.0175 11.7966  30.0000  
15.9436 6.5460   30.0000  
14.5459 34.7763  30.0000  
7.3541  28.6652  35.0000  
18.6438 25.1099  35.0000  
12.6208 44.5709  35.0000  
3.5767  29.1626  35.0000  
13.0688 42.1036  35.0000  
16.5991 22.5327  35.0000  
11.9720 16.7511  35.0000  
9.0741  0.3967   35.0000  
8.6487  47.1878  35.0000  
8.3215  19.8853  35.0000  
10.0934 39.2731  35.0000  
7.3187  8.5983   35.0000  
3.2770  15.0757  35.0000  
0.3760  28.2761  35.0000  
1.2299  48.4695  35.0000  
2.9144  7.7179   35.0000  
6.0437  23.8861  35.0000  
3.4711  33.9951  35.0000  
1.9122  19.7647  35.0000  
6.0535  16.0400  35.0000  
1.3330  43.2755  40.0000  
10.9741 9.6420   40.0000  
17.6007 17.8741  40.0000  
12.2821 17.9474  40.0000  
6.7151  0.2533   40.0000  
19.9261 6.5063   40.0000  
11.8250 28.2471  40.0000  
4.7650  46.9238  40.0000  
13.3380 26.2543  40.0000  
14.5581 28.2043  40.0000  
17.8223 19.7571  40.0000  
19.0540 49.8138  40.0000  
8.8159  35.4599  40.0000  
12.3083 35.5621  40.0000  
12.6813 38.6566  40.0000  
10.3510 32.3318  40.0000  
2.6208  34.3628  40.0000  
12.3334 32.7454  40.0000  
13.9813 33.7677  40.0000  
3.2733  35.8139  40.0000  
13.9746 12.5977  45.0000  
6.5289  34.6420  45.0000  
18.9331 12.9257  45.0000  
4.1223  45.2362  45.0000  
2.2363  15.0024  45.0000  
13.0420 15.5014  45.0000  
6.0187  30.6747  45.0000  
15.6458 28.4637  45.0000  
19.7968 44.9402  45.0000  
12.2888 38.8062  45.0000  
19.1333 7.2174   45.0000  
14.3054 6.7596   45.0000  
7.4658  48.8739  45.0000  
5.4675  18.4174  45.0000  
14.2249 28.6041  45.0000  
10.0415 6.5475   45.0000  
12.3645 32.1823  45.0000  
15.5768 10.9467  45.0000  
8.4357  28.1860  45.0000  
8.5394  42.4133  45.0000  
8.3167  6.2317   50.0000  
