0.4214  41.6595  0.0000   
0.9924  13.5880  0.0000   
6.7773  34.1446  0.0000   
5.1715  20.3918  0.0000   
2.2684  39.1296  0.0000   
1.1954  23.4390  0.0000   
7.2311  20.3476  0.0000   
4.5575  9.2865   0.0000   
3.3481  23.2864  0.0000   
0.5298  35.4095  0.0000   
9.2065  48.0637  0.0000   
6.6821  48.6343  0.0000   
5.4858  27.8824  0.0000   
2.0639  3.6743   0.0000   
0.0836  8.3527   0.0000   
5.8572  39.5813  0.0000   
8.5010  48.0087  0.0000   
3.3157  46.9101  0.0000   
9.7876  35.3394  0.0000   
1.8008  33.4259  0.0000   
3.3719  42.6224  5.0000   
4.7284  21.1563  5.0000   
7.0779  11.8927  5.0000   
6.2387  32.5989  5.0000   
1.6492  43.3502  5.0000   
4.3991  48.9120  5.0000   
2.0874  31.5262  5.0000   
5.7568  47.8836  5.0000   
1.1203  19.5145  5.0000   
9.0524  4.4922   5.0000   
5.1111  16.5726  5.0000   
0.9024  11.8958  5.0000   
7.7225  49.4308  5.0000   
1.2704  5.6229   5.0000   
1.6458  42.5903  5.0000   
1.5347  48.8129  5.0000   
3.7088  47.9446  5.0000   
2.9660  11.2961  5.0000   
3.6783  19.0308  5.0000   
8.4277  0.3433   5.0000   
2.0605  0.2182   10.0000  
5.1117  25.8728  10.0000  
7.2250  26.1536  10.0000  
1.1215  7.9620   10.0000  
7.1515  1.7731   10.0000  
3.7155  9.4345   10.0000  
6.1218  8.1894   10.0000  
2.0230  1.3779   10.0000  
1.6632  4.7775   10.0000  
2.0465  44.3771  10.0000  
2.0609  22.7539  10.0000  
6.7590  43.2709  10.0000  
9.7470  20.5826  10.0000  
9.1135  8.2764   10.0000  
0.8820  46.5088  10.0000  
0.7758  30.2567  10.0000  
6.4401  28.5202  10.0000  
4.3893  2.9755   10.0000  
5.1105  37.0834  10.0000  
2.1924  0.1221   10.0000  
3.3286  40.9302  15.0000  
8.7894  39.9460  15.0000  
2.7469  1.2329   15.0000  
0.9015  45.2972  15.0000  
0.4617  24.4598  15.0000  
1.8967  31.8863  15.0000  
2.3050  19.2505  15.0000  
3.9212  32.5867  15.0000  
4.5157  27.5940  15.0000  
5.4388  40.5731  15.0000  
4.1019  25.6393  15.0000  
6.9958  29.1382  15.0000  
3.2080  14.4516  15.0000  
3.0157  30.9616  15.0000  
7.7969  46.0190  15.0000  
2.4484  34.6786  15.0000  
5.9619  4.8233   15.0000  
6.0739  31.5384  15.0000  
6.1804  40.2939  15.0000  
3.2822  19.9829  15.0000  
0.8200  20.4544  20.0000  
6.1356  0.9262   20.0000  
5.2127  2.0645   20.0000  
3.5315  21.6034  20.0000  
7.6074  37.5916  20.0000  
3.2730  0.7294   20.0000  
0.3131  14.2944  20.0000  
4.8639  42.8497  20.0000  
7.3477  45.7687  20.0000  
0.8368  24.6399  20.0000  
8.9001  11.2228  20.0000  
9.4312  11.0092  20.0000  
7.9257  12.8448  20.0000  
6.4310  33.7860  20.0000  
9.1788  46.5286  20.0000  
8.9722  40.8264  20.0000  
6.0019  6.2973   20.0000  
9.1409  48.3368  20.0000  
5.1807  17.7414  20.0000  
0.1630  4.2328   20.0000  
5.1767  20.7535  25.0000  
3.0087  45.3506  25.0000  
8.0533  46.9116  25.0000  
6.2183  6.3156   25.0000  
0.4041  11.7889  25.0000  
6.7612  12.8799  25.0000  
3.5980  17.5232  25.0000  
4.7449  17.5537  25.0000  
8.6554  35.9589  25.0000  
9.7842  10.3226  25.0000  
6.0608  17.6529  25.0000  
1.8414  12.2864  25.0000  
